Student_ID,Name,Age,Gender,City,Class,Attendance_Percentage,Study_Hours_per_day,Math_Score,Science_Score,English_Score,Total_Score,Parent_Education,Internet_Access,Result,Average_Score,Study_Efficiency,Attendance_Category
7211,Tamim Das,17.0,male,sylhet,7,96.3,3.6,60.0,64.0,62.0,186.0,secondary,yes,fail,62.0,40.434782608695656,High
5320,Hasan Das,17.0,other,barishal,6,82.9,2.4,77.0,95.0,52.0,224.0,primary,yes,fail,74.66666666666667,65.88235294117648,High
1915,Mim Chowdhury,11.0,male,sylhet,8,73.8,3.0,35.0,94.0,63.0,192.0,primary,yes,fail,64.0,48.0,Medium
8624,Rakib Das,14.0,female,sylhet,9,87.0,1.8,59.0,89.0,39.0,187.0,primary,yes,fail,62.333333333333336,66.78571428571429,High
239,Tanvir Sarker,12.0,male,rajshahi,9,84.0,5.3,65.0,74.0,52.0,191.0,postgraduate,no,pass,63.666666666666664,30.31746031746032,High
7556,Riya Talukder,16.0,other,sylhet,9,78.9,3.3,81.0,93.0,32.0,206.0,primary,yes,pass,68.66666666666667,47.906976744186046,Medium
1610,Bristi Rahman,13.0,male,rangpur,7,73.7,3.1,34.0,89.0,99.0,222.0,higher secondary,yes,pass,74.0,54.146341463414636,Medium
8291,Mim Sarker,13.0,female,mymensingh,8,80.6,3.5,61.0,64.0,35.0,160.0,secondary,no,pass,53.333333333333336,35.55555555555556,High
7020,Ayesha Talukder,12.0,other,barishal,9,76.0,4.0,43.0,78.0,66.0,187.0,graduate,yes,pass,62.333333333333336,37.4,Medium
9059,Sohan Sarker,17.0,female,rangpur,8,95.1,3.3,74.0,53.0,84.0,211.0,primary,no,fail,70.33333333333333,49.06976744186047,High
396,Fatema Rahman,14.0,male,khulna,10,93.1,3.3,94.0,86.0,69.0,249.0,postgraduate,yes,fail,83.0,57.906976744186046,High
4191,Sadia Rahman,18.0,male,khulna,10,83.7,4.3,99.0,61.0,72.0,232.0,primary,yes,fail,77.33333333333333,43.77358490566038,High
8065,Zayed Akter,14.0,female,barishal,10,73.5,3.0,66.0,54.0,91.0,211.0,graduate,no,fail,70.33333333333333,52.75,Medium
5936,Arif Akter,13.0,female,rangpur,10,84.0,2.7,42.0,79.0,82.0,203.0,higher secondary,no,fail,67.66666666666667,54.86486486486486,High
5882,Arif Das,11.0,male,sylhet,7,85.1,2.8,87.0,95.0,82.0,264.0,primary,no,pass,88.0,69.47368421052632,High
1984,Farhan Khan,17.0,female,barishal,8,66.3,2.5,54.0,34.0,97.0,185.0,postgraduate,yes,fail,61.666666666666664,52.857142857142854,Medium
1937,Rahim Sarker,14.0,male,barishal,10,74.4,3.9,83.0,77.0,59.0,219.0,illiterate,no,fail,73.0,44.69387755102041,Medium
3365,Mim Talukder,16.0,male,mymensingh,7,91.0,1.3,66.0,67.0,44.0,177.0,primary,yes,fail,59.0,76.95652173913044,High
9037,Mitu Hossain,15.0,other,sylhet,9,86.9,3.0,80.0,94.0,54.0,228.0,primary,yes,fail,76.0,57.0,High
2619,Fatema Khan,11.0,female,mymensingh,8,92.6,1.8,54.0,57.0,64.0,175.0,graduate,yes,pass,58.333333333333336,62.50000000000001,High
6649,Tanvir Hossain,17.0,male,chattogram,9,84.0,0.3,32.0,66.0,47.0,145.0,primary,no,pass,48.333333333333336,111.53846153846153,High
1034,Lima Akter,15.0,male,mymensingh,8,80.5,3.0,77.0,53.0,51.0,181.0,primary,yes,pass,60.333333333333336,45.25,High
4181,Rafi Khan,13.0,female,dhaka,8,93.6,4.0,69.0,59.0,54.0,182.0,postgraduate,no,fail,60.666666666666664,36.4,High
7687,Rupa Akter,13.0,male,mymensingh,10,86.5,2.0,75.0,54.0,66.0,195.0,graduate,no,pass,65.0,65.0,High
4389,Mitu Khan,18.0,female,khulna,6,85.7,1.7,90.0,52.0,35.0,177.0,primary,no,fail,59.0,65.55555555555556,High
5049,Sadia Ahmed,13.0,male,sylhet,6,96.9,3.0,54.0,65.0,89.0,208.0,higher secondary,no,fail,69.33333333333333,52.0,High
605,Sadia Rahman,17.0,female,rangpur,9,89.1,3.7,65.0,57.0,85.0,207.0,primary,yes,fail,69.0,44.04255319148936,High
8514,Bristi Sarker,11.0,other,khulna,8,92.3,2.7,32.0,69.0,33.0,134.0,primary,yes,pass,44.666666666666664,36.21621621621622,High
4978,Riya Ahmed,18.0,other,sylhet,7,86.5,3.0,52.0,72.0,97.0,221.0,primary,no,fail,73.66666666666667,55.25,High
3269,Farhan Islam,12.0,male,khulna,9,86.7,3.8,57.0,47.0,84.0,188.0,secondary,yes,fail,62.666666666666664,39.16666666666667,High
2805,Anik Islam,16.0,male,khulna,9,72.3,1.4,76.0,60.0,47.0,183.0,graduate,no,fail,61.0,76.25,Medium
1432,Priya Hossain,13.0,male,barishal,9,94.0,0.4,40.0,90.0,71.0,201.0,higher secondary,no,fail,67.0,143.57142857142858,High
7998,Hasan Ahmed,14.0,other,mymensingh,10,86.2,2.8,43.0,38.0,72.0,153.0,primary,no,fail,51.0,40.26315789473684,High
2710,Lima Rahman,17.0,other,dhaka,9,87.9,5.0,76.0,56.0,80.0,212.0,higher secondary,no,fail,70.66666666666667,35.333333333333336,High
3651 ,Rahim Ahmed,18.0,female,rangpur,9,78.5,2.3,77.0,34.0,90.0,201.0,primary,no,pass,67.0,60.909090909090914,Medium
7384,Rafi Chowdhury,18.0,female,rangpur,10,84.0,3.0,46.0,69.0,30.0,145.0,primary,no,fail,48.333333333333336,36.25,High
9461,Ayesha Ahmed,17.0,male,sylhet,7,75.2,1.7,67.0,57.0,50.0,174.0,postgraduate,yes,fail,58.0,64.44444444444444,Medium
4903,Sabbir Hossain,14.0,other,rajshahi,9,81.0,4.6,43.0,30.0,76.0,149.0,secondary,yes,fail,49.666666666666664,26.607142857142858,High
4209,Nadia Rahman,17.0,other,khulna,9,86.8,3.0,92.0,81.0,39.0,212.0,illiterate,yes,pass,70.66666666666667,53.0,High
2366,Tamim Hossain,14.0,male,dhaka,9,84.0,2.8,76.0,61.0,59.0,196.0,primary,yes,fail,65.33333333333333,51.578947368421055,High
1322 ,Mim Ahmed,16.0,other,mymensingh,10,75.6,2.2,61.0,67.0,51.0,179.0,unknown,yes,pass,59.666666666666664,55.9375,Medium
6168,Sabbir Rahman,15.0,male,mymensingh,7,70.5,3.8,37.0,43.0,53.0,133.0,primary,no,fail,44.333333333333336,27.708333333333336,Medium
2577,Kabir Talukder,18.0,female,mymensingh,6,95.6,3.3,47.0,97.0,77.0,221.0,primary,no,pass,73.66666666666667,51.395348837209305,High
STU-05044,Jannat Chowdhury,17.0,female,rangpur,7,84.4,3.0,77.0,78.0,30.0,185.0,primary,no,fail,61.666666666666664,46.25,High
9263 ,Ayesha Akter,14.0,female,sylhet,8,90.0,3.2,43.0,96.0,79.0,218.0,unknown,yes,pass,72.66666666666667,51.904761904761905,High
5684,Rakib Rahman,14.0,female,rajshahi,8,68.8,2.4,42.0,87.0,78.0,207.0,higher secondary,yes,pass,69.0,60.88235294117647,Medium
6915,Jannat Islam,11.0,male,khulna,9,96.3,1.9,55.0,33.0,87.0,175.0,secondary,no,pass,58.333333333333336,60.3448275862069,High
5274,Riya Islam,12.0,male,sylhet,8,90.1,1.9,80.0,70.0,96.0,246.0,unknown,no,fail,82.0,84.82758620689656,High
2642,Lima Rahman,11.0,male,khulna,8,79.2,2.0,33.0,49.0,57.0,139.0,illiterate,no,pass,46.333333333333336,46.333333333333336,Medium
9832,Bristi Akter,17.0,other,barishal,6,80.5,5.2,92.0,50.0,86.0,228.0,illiterate,no,fail,76.0,36.774193548387096,High
6689,Kabir Talukder,11.0,male,rajshahi,10,86.1,4.5,78.0,90.0,89.0,257.0,higher secondary,yes,fail,85.66666666666667,46.72727272727273,High
8766,Tanvir Sarker,15.0,male,rajshahi,8,92.6,1.8,83.0,41.0,64.0,188.0,graduate,yes,pass,62.666666666666664,67.14285714285715,High
4727,Nusrat Islam,12.0,other,dhaka,9,73.2,2.2,81.0,72.0,96.0,249.0,unknown,yes,fail,83.0,77.8125,Medium
3755,Momo Talukder,12.0,female,chattogram,6,87.6,3.9,85.0,66.0,78.0,229.0,primary,no,pass,76.33333333333333,46.73469387755102,High
5667,priya islam,13.0,female,dhaka,10,95.6,4.4,69.0,46.0,64.0,179.0,primary,yes,fail,59.666666666666664,33.148148148148145,High
7357,Karim Rahman,13.0,male,rajshahi,7,93.9,3.9,43.0,48.0,55.0,146.0,unknown,yes,fail,48.666666666666664,29.795918367346935,High
8727,Riya Ahmed,11.0,female,dhaka,7,73.9,2.2,33.0,77.0,64.0,174.0,primary,no,pass,58.0,54.375,Medium
8525,Tanvir Das,13.0,female,rajshahi,9,72.6,3.0,85.0,72.0,82.0,239.0,unknown,no,pass,79.66666666666667,59.75,Medium
3433,Kabir Talukder,18.0,other,rajshahi,8,74.1,5.7,90.0,40.0,95.0,225.0,graduate,no,pass,75.0,33.582089552238806,Medium
7688,Karim Das,17.0,female,rangpur,10,95.7,4.9,81.0,32.0,57.0,170.0,graduate,yes,pass,56.666666666666664,28.813559322033896,High
9434,Karim Chowdhury,14.0,other,mymensingh,6,88.1,3.0,63.0,45.0,43.0,151.0,primary,yes,fail,50.333333333333336,37.75,High
2684,Tamim Ahmed,16.0,other,sylhet,7,84.8,3.5,42.0,88.0,96.0,226.0,secondary,yes,pass,75.33333333333333,50.22222222222222,High
3381,Nusrat Hossain,17.0,female,barishal,7,75.0,1.2,60.0,83.0,84.0,227.0,graduate,no,fail,75.66666666666667,103.18181818181817,Medium
5711,Sohan Ahmed,12.0,female,chattogram,7,85.9,4.5,45.0,43.0,68.0,156.0,postgraduate,yes,pass,52.0,28.363636363636363,High
7326,Momo Talukder,15.0,other,chattogram,6,84.0,4.1,57.0,59.0,74.0,190.0,primary,yes,fail,63.333333333333336,37.254901960784316,High
STU-04319,Lima Hossain,12.0,female,mymensingh,7,78.1,3.0,77.0,37.0,35.0,149.0,higher secondary,no,fail,49.666666666666664,37.25,Medium
4074,Nusrat Khan,15.0,female,chattogram,10,81.5,1.4,43.0,44.0,35.0,122.0,primary,yes,pass,40.666666666666664,50.833333333333336,High
9195,Priya Sarker,16.0,female,chattogram,10,87.1,5.1,55.0,72.0,90.0,217.0,graduate,yes,fail,72.33333333333333,35.57377049180328,High
6253,Rafi Islam,14.0,other,chattogram,8,81.5,1.9,81.0,68.0,41.0,190.0,higher secondary,yes,pass,63.333333333333336,65.51724137931035,High
STU-08804,Kabir Chowdhury,12.0,female,rangpur,7,97.4,3.3,39.0,69.0,81.0,189.0,unknown,yes,fail,63.0,43.95348837209303,High
7091,Rafi Akter,15.0,male,dhaka,10,71.3,4.5,54.0,92.0,57.0,203.0,postgraduate,no,pass,67.66666666666667,36.90909090909091,Medium
3933,Rakib Ahmed,18.0,male,sylhet,10,82.0,1.8,65.0,83.0,83.0,231.0,illiterate,yes,pass,77.0,82.5,High
1743,Nusrat Rahman,11.0,other,mymensingh,9,71.6,4.6,61.0,56.0,81.0,198.0,higher secondary,yes,fail,66.0,35.35714285714286,Medium
8726,Tanvir Islam,17.0,male,chattogram,9,90.8,7.0,32.0,54.0,63.0,149.0,postgraduate,no,fail,49.666666666666664,18.625,High
203,Jannat Khan,12.0,other,khulna,8,79.6,4.0,68.0,60.0,31.0,159.0,secondary,yes,pass,53.0,31.8,Medium
7457,Priya Khan,17.0,male,sylhet,8,84.0,1.0,64.0,78.0,96.0,238.0,secondary,yes,pass,79.33333333333333,119.0,High
1878,Sabbir Sarker,14.0,male,sylhet,10,80.9,2.5,86.0,48.0,70.0,204.0,unknown,no,pass,68.0,58.285714285714285,High
8707,Farhan Das,11.0,female,rajshahi,10,81.7,4.9,60.0,42.0,88.0,190.0,primary,no,pass,63.333333333333336,32.20338983050847,High
6186,Momo Das,14.0,male,khulna,7,72.3,3.9,42.0,61.0,63.0,166.0,higher secondary,yes,fail,55.333333333333336,33.87755102040816,Medium
9432,Hasan Talukder,13.0,other,dhaka,10,79.8,2.3,41.0,93.0,50.0,184.0,postgraduate,no,pass,61.333333333333336,55.75757575757576,Medium
6259,Tamim Talukder,14.0,female,rajshahi,9,85.5,4.1,94.0,89.0,96.0,279.0,unknown,yes,fail,93.0,54.70588235294118,High
8916,Nadia Chowdhury,13.0,other,mymensingh,9,80.4,4.3,76.0,44.0,64.0,184.0,higher secondary,no,pass,61.333333333333336,34.716981132075475,High
1924,Imran Ahmed,16.0,male,mymensingh,7,96.1,4.3,91.0,77.0,33.0,201.0,secondary,yes,fail,67.0,37.924528301886795,High
9266,Jannat Sarker,18.0,female,dhaka,6,77.7,1.7,34.0,47.0,47.0,128.0,secondary,yes,pass,42.666666666666664,47.407407407407405,Medium
2842,Sohan Sarker,15.0,female,rajshahi,10,83.7,1.0,53.0,67.0,86.0,206.0,secondary,yes,fail,68.66666666666667,103.0,High
4384,Rupa Akter,17.0,other,barishal,9,80.0,1.6,58.0,63.0,36.0,157.0,primary,yes,pass,52.333333333333336,60.38461538461538,Medium
8327,Rupa Das,14.0,other,barishal,8,74.8,4.2,84.0,85.0,33.0,202.0,graduate,no,fail,67.33333333333333,38.84615384615385,Medium
1925 ,Arif Khan,15.0,female,chattogram,9,73.2,3.7,76.0,34.0,79.0,189.0,secondary,yes,fail,63.0,40.212765957446805,Medium
8853,Shila Hossain,17.0,other,rangpur,10,84.0,3.4,94.0,63.0,90.0,247.0,illiterate,yes,fail,82.33333333333333,56.13636363636363,High
4210,Tanvir Das,16.0,other,mymensingh,9,93.4,3.0,77.0,45.0,75.0,197.0,graduate,no,fail,65.66666666666667,49.25,High
6466,Rupa Chowdhury,12.0,female,mymensingh,7,83.9,1.1,50.0,97.0,93.0,240.0,postgraduate,no,fail,80.0,114.28571428571428,High
9346,Priya Rahman,18.0,male,dhaka,7,84.1,5.4,86.0,74.0,94.0,254.0,primary,no,fail,84.66666666666667,39.6875,High
28,Ayesha Das,14.0,female,khulna,6,84.5,3.3,65.0,88.0,99.0,252.0,illiterate,yes,pass,84.0,58.6046511627907,High
8047,Riya Ahmed,14.0,male,barishal,6,98.0,0.6,70.0,77.0,57.0,204.0,secondary,yes,pass,68.0,127.5,High
8508,Fatema Ahmed,17.0,male,rajshahi,6,74.9,4.1,41.0,82.0,73.0,196.0,primary,yes,fail,65.33333333333333,38.43137254901961,Medium
5206,Karim Rahman,15.0,female,mymensingh,7,78.3,1.9,67.0,42.0,78.0,187.0,postgraduate,yes,pass,62.333333333333336,64.48275862068965,Medium
7913,Mitu Talukder,14.0,female,rajshahi,9,93.8,2.7,94.0,55.0,76.0,225.0,primary,yes,pass,75.0,60.81081081081081,High
7276,Bristi Akter,11.0,female,sylhet,8,88.9,2.7,72.0,82.0,56.0,210.0,postgraduate,no,pass,70.0,56.75675675675675,High
3569,Hasan Sarker,15.0,other,chattogram,10,95.6,1.3,41.0,70.0,85.0,196.0,primary,yes,pass,65.33333333333333,85.21739130434783,High
7255,Sadia Talukder,14.0,male,mymensingh,9,90.0,2.7,92.0,65.0,45.0,202.0,primary,yes,pass,67.33333333333333,54.59459459459459,High
5321,Shila Talukder,15.0,male,sylhet,8,58.9,1.0,97.0,72.0,41.0,210.0,higher secondary,yes,pass,70.0,105.0,Low
7897,Hasan Akter,18.0,female,mymensingh,10,90.8,1.9,96.0,86.0,48.0,230.0,illiterate,no,fail,76.66666666666667,79.3103448275862,High
3432,Ayesha Akter,13.0,male,khulna,7,82.8,2.2,57.0,85.0,66.0,208.0,illiterate,no,fail,69.33333333333333,65.0,High
7878,Rakib Akter,18.0,female,sylhet,9,84.0,3.9,35.0,93.0,75.0,203.0,unknown,yes,fail,67.66666666666667,41.42857142857142,High
8251,Farhan Islam,15.0,male,sylhet,6,89.9,3.3,31.0,55.0,98.0,184.0,postgraduate,yes,pass,61.333333333333336,42.79069767441861,High
6493,Anik Hossain,15.0,male,mymensingh,7,78.5,3.2,44.0,89.0,83.0,216.0,secondary,yes,pass,72.0,51.42857142857142,Medium
2177,Shila Hossain,15.0,female,chattogram,10,84.0,3.0,51.0,99.0,90.0,240.0,graduate,yes,fail,80.0,60.0,High
4622,Sabbir Islam,11.0,female,mymensingh,9,79.3,3.2,74.0,36.0,94.0,204.0,secondary,yes,fail,68.0,48.57142857142857,Medium
2522,Bristi Chowdhury,18.0,female,mymensingh,6,68.9,5.5,85.0,64.0,97.0,246.0,postgraduate,yes,fail,82.0,37.84615384615385,Medium
5570,Rafi Khan,12.0,female,barishal,8,71.3,7.0,70.0,98.0,59.0,227.0,primary,yes,fail,75.66666666666667,28.375,Medium
9626,Nusrat Khan,14.0,male,khulna,9,80.4,2.2,84.0,79.0,58.0,221.0,unknown,no,fail,73.66666666666667,69.0625,High
3880,Bristi Das,13.0,female,rajshahi,6,90.8,4.5,87.0,30.0,72.0,189.0,graduate,no,fail,63.0,34.36363636363637,High
4603,Rahim Khan,14.0,female,mymensingh,8,95.3,4.4,37.0,89.0,94.0,220.0,higher secondary,yes,fail,73.33333333333333,40.74074074074074,High
3552 ,Jannat Hossain,12.0,male,barishal,6,93.0,4.6,90.0,72.0,73.0,235.0,higher secondary,no,fail,78.33333333333333,41.964285714285715,High
9677,Rakib Akter,12.0,other,rajshahi,8,87.5,2.0,96.0,64.0,58.0,218.0,graduate,no,fail,72.66666666666667,72.66666666666667,High
1224,Rupa Akter,16.0,male,rajshahi,10,92.6,3.0,41.0,91.0,47.0,179.0,secondary,yes,pass,59.666666666666664,44.75,High
2445,Mim Khan,11.0,female,barishal,7,84.0,3.7,42.0,38.0,92.0,172.0,postgraduate,yes,pass,57.333333333333336,36.59574468085106,High
STU-07605,Sohan Islam,13.0,male,rangpur,8,88.9,2.3,50.0,69.0,90.0,209.0,graduate,no,pass,69.66666666666667,63.333333333333336,High
2564,Priya Akter,15.0,other,mymensingh,8,89.0,5.4,91.0,72.0,61.0,224.0,graduate,no,pass,74.66666666666667,35.0,High
3313,Momo Akter,18.0,female,sylhet,7,90.0,3.7,60.0,41.0,86.0,187.0,higher secondary,no,pass,62.333333333333336,39.78723404255319,High
8232,Imran Chowdhury,18.0,other,rajshahi,6,78.2,3.6,65.0,98.0,34.0,197.0,illiterate,yes,fail,65.66666666666667,42.82608695652174,Medium
5792,Tamim Khan,15.0,male,sylhet,6,74.9,2.5,56.0,36.0,94.0,186.0,primary,yes,fail,62.0,53.142857142857146,Medium
9407,Tanvir Islam,11.0,female,chattogram,10,89.0,2.7,55.0,79.0,56.0,190.0,illiterate,no,fail,63.333333333333336,51.35135135135135,High
7036,Anik Ahmed,15.0,female,chattogram,8,84.0,3.4,42.0,82.0,68.0,192.0,primary,yes,pass,64.0,43.63636363636363,High
3068,Farhan Akter,15.0,male,sylhet,9,92.2,3.3,35.0,49.0,69.0,153.0,secondary,yes,fail,51.0,35.58139534883721,High
1627,Mitu Rahman,14.0,female,barishal,8,84.0,3.8,63.0,92.0,77.0,232.0,graduate,yes,fail,77.33333333333333,48.333333333333336,High
1265,Riya Rahman,16.0,other,rangpur,10,85.8,3.9,41.0,98.0,35.0,174.0,primary,no,pass,58.0,35.51020408163265,High
3970,Arif Islam,13.0,other,dhaka,7,87.0,2.4,41.0,69.0,77.0,187.0,unknown,yes,fail,62.333333333333336,55.0,High
1965,Momo Akter,13.0,male,khulna,9,84.9,2.6,89.0,70.0,94.0,253.0,primary,yes,fail,84.33333333333333,70.27777777777777,High
8282,Mitu Islam,14.0,male,sylhet,7,73.4,2.5,99.0,60.0,38.0,197.0,illiterate,no,fail,65.66666666666667,56.285714285714285,Medium
878,Ayesha Akter,16.0,other,barishal,9,84.2,5.1,65.0,71.0,42.0,178.0,unknown,no,fail,59.333333333333336,29.180327868852462,High
9309,Mim Talukder,17.0,other,sylhet,6,74.9,-0.0,93.0,94.0,57.0,244.0,unknown,no,pass,81.33333333333333,244.0,Medium
9825,Tanvir Akter,17.0,other,sylhet,6,84.0,3.9,67.0,65.0,61.0,193.0,secondary,yes,pass,64.33333333333333,39.38775510204081,High
5736,Mim Sarker,12.0,male,sylhet,8,84.0,3.6,91.0,38.0,75.0,204.0,primary,no,fail,68.0,44.34782608695652,High
3479,Priya Ahmed,15.0,female,rajshahi,10,81.5,3.3,79.0,30.0,48.0,157.0,illiterate,no,fail,52.333333333333336,36.51162790697675,High
4110,Jannat Akter,14.0,male,sylhet,10,98.2,2.7,33.0,63.0,61.0,157.0,primary,no,pass,52.333333333333336,42.43243243243243,High
482,Ayesha Khan,15.0,female,mymensingh,10,91.5,3.3,91.0,75.0,42.0,208.0,graduate,yes,pass,69.33333333333333,48.372093023255815,High
9455,Hasan Chowdhury,12.0,male,chattogram,8,81.0,5.7,35.0,39.0,58.0,132.0,postgraduate,yes,pass,44.0,19.70149253731343,High
9162,Momo Talukder,13.0,male,sylhet,9,79.1,1.2,91.0,36.0,73.0,200.0,graduate,yes,fail,66.66666666666667,90.9090909090909,Medium
7890,Nusrat Islam,15.0,male,sylhet,8,86.3,4.6,65.0,50.0,88.0,203.0,illiterate,yes,pass,67.66666666666667,36.25,High
7314,Jannat Ahmed,12.0,male,rajshahi,9,86.7,2.0,47.0,31.0,54.0,132.0,unknown,yes,fail,44.0,44.0,High
9106,Zayed Chowdhury,13.0,male,rangpur,10,75.7,3.0,99.0,68.0,45.0,212.0,secondary,no,pass,70.66666666666667,53.0,Medium
2553,Rupa Khan,12.0,female,rajshahi,7,90.8,3.7,45.0,57.0,33.0,135.0,illiterate,no,pass,45.0,28.72340425531915,High
8520,Bristi Hossain,14.0,male,mymensingh,9,79.6,3.0,43.0,91.0,36.0,170.0,primary,yes,pass,56.666666666666664,42.5,Medium
9579,Priya Ahmed,13.0,other,mymensingh,10,76.2,2.1,56.0,76.0,75.0,207.0,illiterate,yes,pass,69.0,66.77419354838709,Medium
4954,Sabbir Islam,13.0,male,barishal,7,84.0,4.2,65.0,60.0,33.0,158.0,secondary,yes,fail,52.666666666666664,30.384615384615383,High
6648,Farhan Islam,16.0,female,dhaka,10,81.7,4.2,65.0,69.0,82.0,216.0,secondary,yes,fail,72.0,41.53846153846154,High
3130,Tanvir Das,13.0,female,dhaka,10,97.1,2.5,74.0,51.0,97.0,222.0,primary,yes,pass,74.0,63.42857142857143,High
4143,Farhan Rahman,13.0,other,dhaka,9,85.3,5.9,53.0,80.0,50.0,183.0,postgraduate,yes,fail,61.0,26.52173913043478,High
2919,Tamim Hossain,11.0,female,mymensingh,6,94.1,1.0,37.0,61.0,59.0,157.0,graduate,yes,fail,52.333333333333336,78.5,High
3872,hasan das,12.0,female,khulna,10,83.8,1.5,36.0,54.0,52.0,142.0,primary,yes,fail,47.333333333333336,56.8,High
4042,Hasan Chowdhury,14.0,other,mymensingh,7,98.3,1.3,41.0,38.0,96.0,175.0,graduate,no,pass,58.333333333333336,76.08695652173914,High
STU-02315,Anik Hossain,15.0,female,sylhet,9,98.5,2.3,50.0,44.0,96.0,190.0,higher secondary,yes,pass,63.333333333333336,57.57575757575758,High
STU-09750,Nusrat Talukder,13.0,other,sylhet,7,83.4,3.0,61.0,68.0,64.0,193.0,primary,yes,pass,64.33333333333333,48.25,High
STU-06482,Rupa Das,14.0,other,chattogram,10,83.7,0.4,46.0,49.0,71.0,166.0,graduate,yes,fail,55.333333333333336,118.57142857142858,High
4996,Rakib Akter,18.0,male,khulna,9,76.6,0.9,90.0,42.0,85.0,217.0,primary,no,pass,72.33333333333333,114.21052631578948,Medium
5119,Riya Islam,13.0,male,rangpur,7,92.3,3.0,74.0,40.0,68.0,182.0,postgraduate,yes,fail,60.666666666666664,45.5,High
4329,Bristi Talukder,18.0,other,dhaka,8,56.2,1.9,78.0,92.0,64.0,234.0,higher secondary,no,pass,78.0,80.6896551724138,Low
942,Priya Rahman,14.0,male,chattogram,7,62.4,1.6,80.0,64.0,34.0,178.0,postgraduate,yes,fail,59.333333333333336,68.46153846153845,Medium
9644,Nusrat Talukder,11.0,male,rajshahi,8,85.7,4.8,89.0,62.0,38.0,189.0,primary,yes,pass,63.0,32.58620689655172,High
9714,Lima Akter,17.0,female,khulna,9,73.2,1.4,76.0,39.0,70.0,185.0,primary,yes,pass,61.666666666666664,77.08333333333334,Medium
6926,Kabir Chowdhury,18.0,male,rajshahi,7,84.0,2.6,91.0,48.0,64.0,203.0,primary,yes,fail,67.66666666666667,56.388888888888886,High
3238,Kabir Chowdhury,17.0,other,chattogram,6,78.6,3.0,39.0,66.0,64.0,169.0,graduate,yes,fail,56.333333333333336,42.25,Medium
7398,Hasan Sarker,14.0,female,rangpur,8,89.4,2.2,38.0,34.0,56.0,128.0,higher secondary,no,fail,42.666666666666664,40.0,High
9253,Nadia Islam,13.0,male,mymensingh,10,95.3,3.9,85.0,83.0,66.0,234.0,primary,yes,pass,78.0,47.755102040816325,High
9053,Hasan Islam,15.0,male,rangpur,10,84.4,2.5,41.0,89.0,83.0,213.0,primary,no,pass,71.0,60.857142857142854,High
8352,Anik Sarker,14.0,female,rajshahi,9,81.0,2.1,65.0,54.0,50.0,169.0,postgraduate,no,pass,56.333333333333336,54.516129032258064,High
1810,Lima Chowdhury,13.0,male,chattogram,10,88.1,1.5,74.0,51.0,52.0,177.0,illiterate,no,fail,59.0,70.8,High
6318,Kabir Khan,17.0,female,khulna,9,86.2,1.2,99.0,64.0,34.0,197.0,higher secondary,yes,fail,65.66666666666667,89.54545454545453,High
205,Farhan Akter,13.0,female,barishal,10,85.2,3.1,89.0,93.0,64.0,246.0,unknown,no,fail,82.0,60.00000000000001,High
3510,Mitu Sarker,15.0,female,khulna,6,76.8,3.0,79.0,64.0,48.0,191.0,postgraduate,yes,fail,63.666666666666664,47.75,Medium
1163,Lima Talukder,15.0,female,barishal,7,60.9,4.1,71.0,57.0,58.0,186.0,primary,yes,fail,62.0,36.47058823529412,Medium
6775,Mim Das,15.0,other,chattogram,10,72.2,5.4,34.0,76.0,72.0,182.0,graduate,yes,fail,60.666666666666664,28.4375,Medium
87,Farhan Sarker,16.0,other,chattogram,9,84.0,0.8,58.0,42.0,75.0,175.0,unknown,yes,pass,58.333333333333336,97.22222222222221,High
5966,Tamim Chowdhury,13.0,male,rangpur,7,94.2,3.0,56.0,77.0,64.0,197.0,secondary,no,pass,65.66666666666667,49.25,High
8409,Jannat Sarker,15.0,female,sylhet,8,69.5,0.8,47.0,93.0,64.0,204.0,graduate,no,fail,68.0,113.33333333333333,Medium
2208,Anik Akter,17.0,male,sylhet,10,91.1,1.9,79.0,81.0,99.0,259.0,higher secondary,no,pass,86.33333333333333,89.3103448275862,High
3047,Sadia Ahmed,12.0,female,mymensingh,8,97.6,3.4,76.0,72.0,49.0,197.0,higher secondary,yes,fail,65.66666666666667,44.772727272727266,High
7748,Ayesha Das,13.0,female,khulna,8,84.0,1.8,95.0,75.0,33.0,203.0,unknown,no,pass,67.66666666666667,72.5,High
4718,Sohan Talukder,17.0,male,rajshahi,9,94.7,3.0,80.0,59.0,64.0,203.0,secondary,no,fail,67.66666666666667,50.75,High
5910 ,Mitu Sarker,15.0,female,barishal,7,81.5,3.2,98.0,85.0,95.0,278.0,illiterate,yes,fail,92.66666666666667,66.19047619047619,High
8255,Jannat Das,13.0,male,dhaka,9,99.8,1.3,87.0,79.0,93.0,259.0,graduate,yes,fail,86.33333333333333,112.60869565217392,High
8675,Sohan Das,13.0,female,barishal,8,78.9,3.1,31.0,64.0,86.0,181.0,postgraduate,yes,fail,60.333333333333336,44.146341463414636,Medium
3981,Shila Islam,13.0,female,khulna,7,78.0,3.0,39.0,46.0,69.0,154.0,graduate,no,pass,51.333333333333336,38.5,Medium
8977,Lima Khan,18.0,female,dhaka,10,88.3,3.1,32.0,83.0,50.0,165.0,primary,yes,pass,55.0,40.243902439024396,High
